#{"t_start": 1790202046.5118334, "env_id": "None"}
r,l,t
305.35788,199,2518.589005
290.82788,199,2518.605557
314.6075,199,2519.672035
303.88745,199,2519.834314
304.38812,199,2520.154441
315.08838,199,2520.427099
309.96323,199,2520.620605
304.08362,199,2520.97379
313.64102,199,2521.26626
309.11304,199,2521.283525
321.8026,199,2521.783198
324.1743,199,2521.800684
297.38483,199,2524.467784
310.54858,199,2524.631945
311.5662,199,2524.953004
309.9049,199,2525.221308
306.85318,199,2525.41352
315.21326,199,2525.758069
315.41138,199,2526.048935
313.6192,199,2526.064809
318.00824,199,2526.55881
308.68216,199,2526.574858
305.43353,199,2527.657576
328.13474,199,2527.82146
316.8958,199,2528.143409
316.94897,199,2528.42151
314.9906,199,2528.620351
311.26443,199,2528.975618
316.15555,199,2529.270291
297.61716,199,2529.286688
316.44006,199,2529.788186
315.8562,199,2529.804585
317.74707,199,2530.932329
314.41434,199,2531.105235
314.50137,199,2531.451934
309.94492,199,2531.746255
314.1534,199,2531.944279
315.59348,199,2532.295933
303.44067,199,2532.581166
306.9132,199,2532.596443
315.80048,199,2533.085382
316.97174,199,2533.101649
313.21338,199,2534.206246
324.38785,199,2534.368743
295.40637,199,2534.682299
313.31094,199,2534.956866
318.20825,199,2535.14859
308.06503,199,2535.502923
312.3329,199,2535.795759
313.2571,199,2535.812588
311.2726,199,2536.30622
316.34723,199,2536.322045
303.47058,199,2537.393057
319.35123,199,2537.552138
306.90808,199,2537.873926
315.5129,199,2538.145833
306.4561,199,2538.342771
307.38657,199,2538.695052
317.8503,199,2538.981643
300.70166,199,2538.998428
314.03665,199,2539.500247
318.01846,199,2539.51748
325.4628,199,2542.367367
313.57565,199,2542.54132
308.3616,199,2542.878579
316.23746,199,2543.164855
308.06345,199,2543.370039
310.29965,199,2543.744827
318.0961,199,2544.049797
316.97083,199,2544.067471
311.43872,199,2544.598739
313.40836,199,2544.615946
302.43393,199,2545.731137
315.9702,199,2545.886131
317.3878,199,2546.196274
308.39105,199,2546.4687
296.17404,199,2546.662198
303.41693,199,2547.015215
306.76797,199,2547.305631
312.10382,199,2547.321466
313.71478,199,2547.817844
297.3497,199,2547.834587
317.81482,199,2548.96397
305.91183,199,2549.133918
317.18173,199,2549.478401
313.69263,199,2549.774675
319.75006,199,2549.989499
314.42038,199,2550.372538
306.57812,199,2550.68629
301.57648,199,2550.703743
326.92453,199,2551.241108
310.64517,199,2551.259552
321.39233,199,2552.378908
312.9241,199,2552.542349
326.65503,199,2552.868865
307.85687,199,2553.142497
311.564,199,2553.342159
307.6034,199,2553.697007
306.39294,199,2553.989998
307.99933,199,2554.007033
305.81488,199,2554.511739
317.55536,199,2554.529133
314.40475,199,2565.414227
305.79834,199,2565.572207
319.63583,199,2565.89302
315.79498,199,2566.173584
324.4441,199,2566.368812
318.14777,199,2566.730805
319.388,199,2567.019512
312.01056,199,2567.038606
311.2905,199,2567.54395
318.87994,199,2567.560471
328.07108,199,2570.238189
307.81778,199,2570.395448
322.4746,199,2570.714491
314.41605,199,2570.98734
315.91898,199,2571.174601
326.9574,199,2571.521551
324.64877,199,2571.806625
318.9,199,2571.821897
319.17078,199,2572.321667
316.75323,199,2572.338104
314.14642,199,2573.408803
322.42578,199,2573.566934
313.7942,199,2573.886927
322.70367,199,2574.1616
321.01773,199,2574.355972
327.31763,199,2574.705244
327.26672,199,2574.999623
331.8727,199,2575.017335
318.1823,199,2575.52705
320.65115,199,2575.542694
323.8588,199,2576.62004
327.62308,199,2576.787109
326.30957,199,2577.112243
314.988,199,2577.386259
323.10904,199,2577.585667
321.87088,199,2577.944871
322.94208,199,2578.237164
321.90668,199,2578.252944
321.43558,199,2578.746161
322.01526,199,2578.761884
321.03198,199,2579.845819
321.29813,199,2580.010159
320.3508,199,2580.332833
318.01224,199,2580.611796
325.33478,199,2580.810453
310.78784,199,2581.172601
324.70258,199,2581.467473
323.0042,199,2581.484158
314.40903,199,2581.980501
315.2535,199,2581.999384
322.38583,199,2583.072115
320.435,199,2583.233916
321.31613,199,2583.551942
316.72662,199,2583.833675
319.91592,199,2584.031631
320.60742,199,2584.391036
324.61105,199,2584.683221
317.1511,199,2584.698869
317.99298,199,2585.207697
310.85486,199,2585.224609
326.8739,199,2587.900997
316.8519,199,2588.057049
326.64142,199,2588.377826
322.57864,199,2588.645972
319.85608,199,2588.836492
317.4219,199,2589.186841
325.3136,199,2589.473648
317.8648,199,2589.4904
315.18295,199,2589.984257
325.06903,199,2590.001127
319.8071,199,2591.045387
311.47137,199,2591.207302
322.07916,199,2591.523718
320.5392,199,2591.802271
318.0035,199,2591.996748
327.57126,199,2592.370893
319.1905,199,2592.658745
316.1209,199,2592.674777
316.77292,199,2593.167101
334.5768,199,2593.183547
320.7511,199,2594.263615
330.08414,199,2594.420701
322.86176,199,2594.738781
328.19385,199,2595.017706
327.02402,199,2595.212577
317.3155,199,2595.574932
321.7303,199,2595.868801
318.95026,199,2595.884848
321.89624,199,2596.385001
327.85382,199,2596.401054
320.8415,199,2597.484327
322.27487,199,2597.644473
322.33847,199,2597.974641
314.36008,199,2598.251187
312.47906,199,2598.439896
325.7419,199,2598.80168
321.21982,199,2599.096298
320.38345,199,2599.112828
332.04407,199,2599.611854
320.9082,199,2599.629257
315.47794,199,2600.714599
316.976,199,2600.881888
324.2579,199,2601.215214
325.2525,199,2613.013838
318.5494,199,2613.219727
326.43115,199,2613.603792
318.44885,199,2613.932285
324.30585,199,2613.948911
316.33737,199,2614.460967
323.18567,199,2614.478717
318.67776,199,2615.551607
306.1551,199,2617.309865
311.30676,199,2617.627219
311.65955,199,2617.897804
315.8509,199,2618.091534
303.7396,199,2618.442605
324.90933,199,2618.727282
319.78235,199,2618.743334
309.54956,199,2619.240275
315.81998,199,2619.255945
307.4535,199,2620.314109
307.5378,199,2620.472176
321.66064,199,2620.786737
315.98697,199,2621.059907
317.01508,199,2621.246949
321.88794,199,2621.600204
310.19,199,2621.879781
308.76508,199,2621.894708
310.902,199,2622.397704
301.77295,199,2622.412255
320.39655,199,2623.489194
323.2689,199,2623.646186
323.8869,199,2623.971758
308.91995,199,2624.251669
318.8099,199,2624.441503
309.47726,199,2624.804181
315.61804,199,2625.097042
310.90424,199,2625.114111
317.20288,199,2625.627007
311.52646,199,2625.644264
313.7391,199,2626.808322
311.40097,199,2626.986068
320.712,199,2627.334959
312.67218,199,2627.628802
313.0944,199,2627.838464
318.45407,199,2628.214855
310.44843,199,2628.505663
302.3013,199,2628.523532
313.21323,199,2629.026061
309.32803,199,2629.04294
307.40106,199,2630.127563
306.8494,199,2630.292213
320.58313,199,2630.618508
309.97885,199,2630.898905
316.99854,199,2631.097117
300.97958,199,2631.458624
308.42587,199,2631.755218
316.1541,199,2631.771307
310.25885,199,2632.27031
307.75827,199,2632.286277
318.52795,199,2633.364323
315.72784,199,2635.127966
308.0066,199,2635.447799
304.85736,199,2635.711662
311.00458,199,2635.908041
314.67944,199,2636.261028
320.35477,199,2636.548897
315.87674,199,2636.564116
311.04712,199,2637.059107
321.12857,199,2637.074933
310.07095,199,2638.155628
313.82224,199,2638.318045
320.0896,199,2638.637946
316.59677,199,2638.913466
309.68604,199,2639.11258
317.4921,199,2639.463937
308.84348,199,2639.766629
308.897,199,2639.78339
322.9992,199,2640.289005
315.16544,199,2640.304564
305.4268,199,2641.397715
322.1706,199,2641.561017
299.556,199,2641.883612
310.41092,199,2642.160947
314.19342,199,2642.357315
308.0572,199,2642.718918
312.82446,199,2643.013795
310.774,199,2643.031186
300.03403,199,2643.53441
301.54816,199,2643.55094
305.69403,199,2644.630693
313.32504,199,2644.793328
312.97662,199,2645.11933
307.9304,199,2645.402945
312.19693,199,2645.599671
316.31924,199,2645.960836
304.66583,199,2646.260671
310.4658,199,2646.276709
312.1855,199,2646.783262
323.58118,199,2646.799736
312.18835,199,2647.875254
306.989,199,2648.039258
315.10272,199,2648.367527
307.9482,199,2648.649418
305.78586,199,2648.846301
307.49258,199,2649.207212
311.362,199,2659.388345
314.6688,199,2659.404779
321.58817,199,2659.912479
307.60596,199,2659.929697
321.19666,199,2661.013532
310.17114,199,2661.175697
322.31708,199,2663.08455
316.29324,199,2663.352858
327.7284,199,2663.538
315.46674,199,2663.88788
322.6818,199,2664.172132
329.4518,199,2664.18822
316.9198,199,2664.693877
334.35733,199,2664.711405
323.69937,199,2665.855967
316.89722,199,2666.02704
335.82516,199,2666.358332
318.3606,199,2666.633131
322.45422,199,2666.831051
324.883,199,2667.215865
330.4779,199,2667.531487
322.50424,199,2667.550668
316.23776,199,2668.089364
321.1591,199,2668.106529
319.03906,199,2669.269606
325.97482,199,2669.445786
325.16043,199,2669.800477
320.65695,199,2670.077542
324.22626,199,2670.267791
325.16632,199,2670.635535
331.72614,199,2670.924377
329.4199,199,2670.942253
314.60004,199,2671.442385
324.21313,199,2671.45938
326.32336,199,2672.540923
322.71985,199,2672.701905
328.09863,199,2673.027595
329.48102,199,2673.307399
325.89224,199,2673.498546
322.91965,199,2673.861603
323.97925,199,2674.152003
323.90375,199,2674.168537
324.47687,199,2674.673249
331.74167,199,2674.690062
326.5706,199,2675.78668
324.73132,199,2675.948317
329.4183,199,2676.27847
318.72366,199,2676.554012
321.6816,199,2676.750508
325.43567,199,2677.113447
323.49197,199,2677.40697
326.80142,199,2677.423949
323.25992,199,2677.9289
323.27866,199,2677.944112
321.08826,199,2679.036819
328.16824,199,2679.198678
325.57306,199,2681.119093
321.45346,199,2681.390641
332.12366,199,2681.583045
325.29517,199,2681.929292
321.0038,199,2682.228784
325.8776,199,2682.245251
318.61633,199,2682.745606
317.80334,199,2682.762095
324.54196,199,2683.828884
314.6151,199,2683.995087
323.40875,199,2684.312309
323.7714,199,2684.589113
321.06937,199,2684.782352
323.98157,199,2685.142115
322.79364,199,2685.444891
326.1198,199,2685.462276
317.9491,199,2685.966581
331.09344,199,2685.983768
325.3607,199,2687.062905
320.7967,199,2687.225217
322.1585,199,2687.555475
324.58356,199,2687.837449
311.39648,199,2688.035458
330.7008,199,2688.399405
328.1956,199,2688.715434
324.12692,199,2688.733668
323.14072,199,2689.277199
330.1444,199,2689.292248
329.99765,199,2690.392061
321.3537,199,2690.55744
322.949,199,2690.887555
330.76813,199,2691.164657
330.07477,199,2691.35772
326.4939,199,2691.718839
318.15482,199,2692.014164
319.99103,199,2692.029894
324.50525,199,2692.536085
337.3194,199,2692.552995
324.69455,199,2693.643894
322.8653,199,2693.810811
326.49362,199,2694.138921
320.949,199,2694.415253
324.98996,199,2694.617126
322.5304,199,2694.977648
322.6552,199,2695.270434
323.1463,199,2695.286951
324.32275,199,2695.799916
325.62714,199,2695.815521
326.57477,199,2706.82807
321.60458,199,2706.988314
326.30753,199,2708.912529
328.90656,199,2709.180471
328.3257,199,2709.372168
320.10016,199,2709.717314
329.70718,199,2709.998655
326.34915,199,2710.015155
330.2794,199,2710.503216
329.12958,199,2710.520812
331.07025,199,2711.592235
325.37363,199,2711.749634
329.16623,199,2712.072464
329.20267,199,2712.351735
329.49347,199,2712.548598
329.30472,199,2712.907601
325.72076,199,2713.202448
331.4184,199,2713.219313
326.93478,199,2713.731799
325.75412,199,2713.748794
332.82928,199,2714.835458
322.64813,199,2715.001285
327.35144,199,2715.332901
328.593,199,2715.617793
329.64133,199,2715.812839
327.9904,199,2716.163364
332.13135,199,2716.457829
329.83182,199,2716.474982
323.86993,199,2716.972745
332.64517,199,2716.989211
322.6338,199,2718.074614
333.76218,199,2718.234813
331.36258,199,2718.555387
324.8187,199,2718.831941
318.90817,199,2719.029655
325.58185,199,2719.390852
326.29205,199,2719.686842
327.53424,199,2719.702881
326.69333,199,2720.211319
325.0201,199,2720.227724
329.32254,199,2721.327011
329.0699,199,2721.487339
326.91254,199,2721.807922
329.03342,199,2722.098794
324.96115,199,2722.31073
328.5925,199,2722.696619
322.53986,199,2723.011201
327.20038,199,2723.027471
322.81122,199,2723.568937
332.49747,199,2723.585181
332.607,199,2724.685188
327.73517,199,2724.849091
329.19882,199,2726.771482
325.3536,199,2727.041684
326.21848,199,2727.236102
322.5513,199,2727.59598
318.67197,199,2727.885533
323.51468,199,2727.902052
315.71716,199,2728.397506
319.9354,199,2728.413262
333.38,199,2729.479133
326.0698,199,2729.642198
337.54333,199,2729.970046
327.89774,199,2730.246173
324.4761,199,2730.442403
329.03326,199,2730.802391
328.23514,199,2731.0933
327.27466,199,2731.109849
323.53012,199,2731.623749
326.03152,199,2731.640251
327.61493,199,2732.7233
325.67078,199,2732.886936
328.10883,199,2733.215258
327.39453,199,2733.493513
332.09436,199,2733.688851
331.1328,199,2734.054724
329.30545,199,2734.377009
326.31573,199,2734.39534
329.78165,199,2734.938273
320.8664,199,2734.955889
326.38766,199,2736.04726
325.05008,199,2736.211685
330.3004,199,2736.532522
327.26492,199,2736.821335
320.01703,199,2737.018486
323.22675,199,2737.378934
330.151,199,2737.673002
323.59756,199,2737.689531
321.39603,199,2738.34442
331.07825,199,2738.360034
322.87186,199,2739.439247
324.22937,199,2739.599659
321.83026,199,2739.93011
323.24533,199,2740.208967
322.72726,199,2740.403424
327.69153,199,2740.762851
326.19952,199,2741.060483
327.01077,199,2741.077074
326.3274,199,2741.588308
324.6484,199,2741.604796
329.8383,199,2742.67862
320.95807,199,2752.699706
330.4984,199,2753.020275
329.36444,199,2754.890351
323.8474,199,2755.082311
329.64038,199,2755.432692
324.57208,199,2755.719406
325.93283,199,2755.736668
327.52386,199,2756.221987
327.68436,199,2756.239121
326.10596,199,2757.312999
332.89117,199,2757.475553
330.81232,199,2757.802275
330.49805,199,2758.081442
324.32983,199,2758.276468
333.77756,199,2758.634101
320.4774,199,2758.930089
327.5987,199,2758.946135
326.1666,199,2759.460461
327.48877,199,2759.477593
327.19193,199,2760.561331
337.30228,199,2760.728003
339.02744,199,2761.055379
329.50626,199,2761.339205
328.6186,199,2761.536693
323.25836,199,2761.900875
324.87204,199,2762.189256
325.86374,199,2762.206461
333.28326,199,2762.713645
331.09668,199,2762.731538
334.03574,199,2763.812759
330.55466,199,2763.977632
331.28958,199,2764.310688
328.63998,199,2764.592737
330.2023,199,2764.788043
328.23132,199,2765.147302
329.68588,199,2765.439097
334.7136,199,2765.455623
330.4565,199,2765.96571
330.19705,199,2765.982165
326.98096,199,2767.080645
316.94168,199,2767.240552
325.6189,199,2767.568272
330.5192,199,2767.852129
331.59,199,2768.049917
323.52164,199,2768.412068
331.09692,199,2768.701741
328.4658,199,2768.717669
324.69226,199,2769.217412
323.90475,199,2769.234704
331.31155,199,2770.31459
323.91214,199,2770.476276
327.20212,199,2770.808808
327.70483,199,2772.685015
327.95203,199,2772.873061
335.0708,199,2773.21537
326.97635,199,2773.500249
322.60712,199,2773.51673
332.39874,199,2774.004152
334.95126,199,2774.020075
331.55902,199,2775.078371
326.62094,199,2775.233668
323.54395,199,2775.552545
329.1458,199,2775.820388
330.4179,199,2776.011346
336.09302,199,2776.362185
325.94955,199,2776.645575
332.2198,199,2776.662398
325.59976,199,2777.158228
330.8826,199,2777.174698
325.01654,199,2778.245496
330.58948,199,2778.414063
329.323,199,2778.729204
333.72806,199,2779.00437
328.8022,199,2779.204046
324.4678,199,2779.561385
329.6796,199,2779.851903
327.01923,199,2779.868808
327.17944,199,2780.364885
332.46823,199,2780.380249
333.13934,199,2781.462823
333.7968,199,2781.62517
325.73022,199,2781.938605
323.2639,199,2782.20694
336.85486,199,2782.402276
329.897,199,2782.750004
329.8131,199,2783.042387
328.3765,199,2783.058873
325.7658,199,2783.561134
327.90222,199,2783.576855
321.7821,199,2784.6432
327.2421,199,2784.806503
331.76355,199,2785.121079
333.45068,199,2785.391683
333.45673,199,2785.583111
328.77542,199,2785.932192
323.88174,199,2786.232294
325.58432,199,2786.248173
325.5454,199,2786.746911
328.44846,199,2786.762177
337.33978,199,2787.834717
335.76483,199,2787.994628
326.11465,199,2788.322391
322.623,199,2790.199284
330.53333,199,2790.389546
334.51434,199,2800.565325
